PMID,Title,Abstract,Journal,Year,Authors
30528735,The structural basis of human Spt16 N-terminal domain interaction with histone (H3-H4)<sub>2</sub> tetramer.,"FACT (Facilitates Chromatin Transactions) is a heterodimeric protein complex involved in RNA polymerase II transcription elongation, playing essential roles in chromatin remodeling during transcription, replication, and DNA damage repair. The FACT subunit hSpt16 is essential for nucleosome reorganization. The N-terminal domain of hSpt16 (hSpt16-NTD) was recently described as a histone (H3-H4)",Biochem. Biophys. Res. Commun.,2019,"['Jiang H', 'Xu S', 'Chen Y', 'Li H', 'Tian L', 'Zhou H', 'Zhao Z', 'Yang C', 'Zhong Z', 'Cai G', 'Su D']"
30527625,The histone demethylase KDM4D promotes hepatic fibrogenesis by modulating Toll-like receptor 4 signaling pathway.,"BACKGROUND: Accumulating evidence has revealed the pivotal role of epigenetic regulation in the pathogenesis of liver disease. However, the epigenetic mechanism that accounts for hepatic stellate cells (HSCs) activation in liver fibrosis remains largely unknown.
METHODS: Primary HSCs were used to screen the differentially expressed histone H3 lysine methyltransferases and demethylases during HSC activation. Loss-of-function experiments were applied to determine the cellular functions of KDM4D in HSCs. Transcriptome analysis was applied to explore the downstream targets of KDM4D. Real-time qPCR, western blotting, immunohistochemical staining, and chromatin immunoprecipitation were performed to uncover the underlying mechanism concerning KDM4D during liver fibrogenesis.
FINDINGS: KDM4D was identified as a remarkable up-regulated histone H3 demethylase during HSC activation. The overexpression profile of KDM4D was confirmed in three fibrosis animal models and human fibrotic liver tissues. In vitro Kdm4d knockdown impaired the collagen gel contraction and migration capacity of primary HSCs. In established CCl
INTERPRETATION: KDM4D facilitates TLR4 transcription through demethylation of H3K9, thus activating TLR4/NF-κB signaling pathways in HSCs, contributing to HSC activation and collagen crosslinking, further, hepatic fibrosis progression. FUND: Shanghai New Hundred Talents Program, Shanghai Municipal Commission of Health and Family Planning, Key Developing Disciplines Program, Shanghai Key disciplines program of Health and Family Planning and Shanghai Sailing Program.",EBioMedicine,2019,"['Dong F', 'Jiang S', 'Li J', 'Wang Y', 'Zhu L', 'Huang Y', 'Jiang X', 'Hu X', 'Zhou Q', 'Zhang Z', 'Bao Z']"
30508113,The OTUD5-UBR5 complex regulates FACT-mediated transcription at damaged chromatin.,"Timely stalling and resumption of RNA polymerases at damaged chromatin are actively regulated processes. Prior work showed an importance of FACT histone chaperone in such process. Here we provide a new role of OTUD5 deubiquitinase in the FACT-dependent process. Through a DUB RNAi screen, we found OTUD5 as a specific stabilizer of the UBR5 E3 ligase. OTUD5 localizes to DNA double strand breaks (DSBs), interacts with UBR5 and represses the RNA Pol II elongation and RNA synthesis. OTUD5 co-localizes and interacts with the FACT component SPT16 and antagonizes the histone H2A deposition at DSB lesions. OTUD5 interacts with UBR5 and SPT16 independently through two distinct regions, and both interactions are necessary for arresting the Pol II elongation at lesions. These analyses suggested that the catalytic (through UBR5 stabilization) as well as scaffolding (through FACT binding) activities of OTUD5 are involved in the FACT-dependent transcription. We found that a cancer-associated missense mutation within the OTUD5 Ubiquitin Interacting Motif (UIM) abrogates the FACT association and the Pol II arrest, providing a possible link between the transcriptional regulation and tumor suppression. Our work establishes OTUD5 as a new regulator of the DNA damage response, and provides an insight into the FACT-dependent transcription at damaged chromatin.",Nucleic Acids Res.,2019,"['de Vivo A', 'Sanchez A', 'Yegres J', 'Kim J', 'Emly S', 'Kee Y']"
30507159,Molecular Mechanism of the Pin1-Histone H1 Interaction.,"Pin1 is an essential peptidyl-prolyl isomerase (PPIase) that catalyzes cis-trans prolyl isomerization in proteins containing pSer/Thr-Pro motifs. It has an N-terminal WW domain that targets these motifs and a C-terminal PPIase domain that catalyzes isomerization. Recently, Pin1 was shown to modify the conformation of phosphorylated histone H1 and stabilize the chromatin-H1 interaction by increasing its residence time. This Pin1-histone H1 interaction plays a key role in pathogen response, in infection, and in cell cycle control; therefore, anti-Pin1 therapeutics are an important focus for treating infections as well as cancer. Each of the H1 histones (H1.0-H1.5) contains several potential Pin1 recognition pSer/pThr-Pro motifs. To understand the Pin1-histone H1 interaction fully, we investigated how both the isolated WW domain and full-length Pin1 interact with three H1 histone substrate peptide sequences that were previously identified as important binding partners (H1.1, H1.4, and H1.5). NMR spectroscopy was used to measure the binding affinities and the interdomain dynamics upon binding to these sequences. We observed different K",Biochemistry,2019,"['Jinasena D', 'Simmons R', 'Gyamfi H', 'Fitzkee NC']"
30503705,Enhancer Architecture and Essential Core Regulatory Circuitry of Chronic Lymphocytic Leukemia.,"Enhancer profiling is a powerful approach for discovering cis-regulatory elements that define the core transcriptional regulatory circuits of normal and malignant cells. Gene control through enhancer activity is often dominated by a subset of lineage-specific transcription factors. By integrating measures of chromatin accessibility and enrichment for H3K27 acetylation, we have generated regulatory landscapes of chronic lymphocytic leukemia (CLL) samples and representative cell lines. With super enhancer-based modeling of regulatory circuits and assessments of transcription factor dependencies, we discover that the essential super enhancer factor PAX5 dominates CLL regulatory nodes and is essential for CLL cell survival. Targeting enhancer signaling via BET bromodomain inhibition disrupts super enhancer-dependent gene expression with selective effects on CLL core regulatory circuitry, conferring potent anti-tumor activity.",Cancer Cell,2018,"['Ott CJ', 'Federation AJ', 'Schwartz LS', 'Kasar S', 'Klitgaard JL', 'Lenci R', 'Li Q', 'Lawlor M', 'Fernandes SM', 'Souza A', 'Polaski D', 'Gadi D', 'Freedman ML', 'Brown JR', 'Bradner JE']"
30516086,Destabilization of the MiniChromosome Maintenance (MCM) complex modulates the cellular response to DNA double strand breaks.,"DNA replication during S phase involves thousands of replication forks that must be coordinated to ensure that every DNA section is replicated only once. The minichromosome maintenance proteins, MCM2 to MCM7, form a heteromeric DNA helicase required for both the initiation and elongation of DNA replication. Although only two DNA helicase activities are necessary to establish a bidirectional replication fork from each replication origin, a large excess of MCM complexes is amassed and distributed along the chromatin. The function of the additional MCM complexes is not well understood, as most are displaced from the DNA during the S-phase, apparently without playing an active role in DNA replication. DNA damage response (DDR) kinases activated by stalled forks prevent the replication machinery from being activated, indicating a tight relationship between DDR and DNA replication. To investigate the role of MCM proteins in the cellular response to DNA damage, we used shRNA targeting MCM2 or MCM3 to determine the impact of a reduction in MCM complex. The alteration of MCM proteins induced a change in the activation of key factors of the DDR in response to Etoposide treatment. Etoposide-induced DNA damage affected the phosphorylation of γ-H2AX, CHK1 and CHK2 without affecting cell viability. Using assays measuring homologous recombination (HR) and non-homologous end-joining (NHEJ), we identified a decrease in both HR and NHEJ associated with a decrease in MCM complex.",Cell Cycle,2018,"['Drissi R', 'Chauvin A', 'McKenna A', 'Lévesque D', 'Blais-Brochu S', 'Jean D', 'Boisvert FM']"
30510186,MacroH2A1 chromatin specification requires its docking domain and acetylation of H2B lysine 20.,"The histone variant macroH2A1 localizes to two functionally distinct chromatin subtypes marked by either H3K27me3 or H2B acetylations, where it is thought to directly regulate transcription. The recent finding, that macroH2A1 regulates mitochondrial respiration by globally dampening PARP activity, requires the field to re-evaluate which functions of macroH2A1 are due to global effects on cellular metabolism and which are direct effects determined by macroH2A1 chromatin localization. Here, we demonstrate macroH2A1 incorporation into H2B-acetylated chromatin requires a feature in its histone-fold domain, distinguishing this process from incorporation into H3K27me3-containing chromatin in which multiple features of macroH2A1 are sufficient for targeting. In addition, we identify H2BK20 acetylation as a critical modification required to target macroH2A1 to H2B-acetylated chromatin. Our findings have allowed us to definitively establish that macroH2A1's regulation of an important transcriptional program, the senescence-associated secretory phenotype (SASP), requires its accurate genomic localization.",Nat Commun,2018,"['Ruiz PD', 'Gamble MJ']"
30496042,Interaction of positive coactivator 4 with histone 3.3 protein is essential for transcriptional activation of the luteinizing hormone receptor gene.,"The luteinizing hormone receptor (LHR) is essential for sexual development and reproduction in mammals. We have established that Sp1 has a central role in derepression of LHR gene transcription induced by Trichostatin A (TSA) in MCF7 cells. Moreover, the co-activator PC4 which associates directly with Sp1 at the LHR promoter is essential for TSA-mediated LHR transcription. This study explores interactions of PC4 with histone proteins, which presumably triggers chromatin modifications during LHR transcriptional activation. TSA treatment of MCF7 cells expressing PC4-Flag protein induces acetylation of histone 3 (H3) and immunoprecipitation (IP) studies revealed its interaction with PC4-Flag protein. MS/MS analysis of the protein complex obtained after IP from TSA treated samples detected H3.3 acetylated at K9, K14, K18, K23 and K27 as a PC4 interacting protein. The association of PC4 with H3.3 was corroborated by IP and re-ChIP using H3.3 antibody. Similarly, IP and re-ChIP showed association of PC4 with H3 acetylated protein. Knockdown of PC4 in MCF7 cells reduced H3.3 enrichment, H3 acetylation at the Lys sites and LHR promoter activity in TSA treated cells despite an increase in H3 and H3.3 protein induced by TSA, linking PC4 to H3 acetylation and LHR transcription. Depletion of H3.3 A/B in MCF7 cells impair chromatin accessibility and enrichment of Pol II and TFIIB at the LHR promoter and its activation, resulting in marked reduction of LHR gene expression. Together, these findings point to the critical role of PC4 and its association with acetylated H3.3 in TSA-induced LHR gene transcription.",Biochim Biophys Acta Gene Regul Mech,2018,"['Zhao P', 'Kavarthapu R', 'Anbazhagan R', 'Liao M', 'Dufau ML']"
30487242,Integrated Genomic and Proteomic Analyses Reveal Novel Mechanisms of the Methyltransferase SETD2 in Renal Cell Carcinoma Development.,"Clear cell renal cell carcinoma (ccRCC) is the most common type of RCC in humans. SET domain-containing 2 (SETD2), a lysine methyltransferase for histone and other proteins, has been found to be frequently lost in ccRCC. However, the mechanisms through which deficiency in SETD2 contributes to ccRCC development remain largely unknown. Here, we used a human embryonic kidney epithelial cell line with the ",Mol. Cell Proteomics,2019,"['Li L', 'Miao W', 'Huang M', 'Williams P', 'Wang Y']"
30478057,Coordinated histone modifications and chromatin reorganization in a single cell revealed by FRET biosensors.,"The dramatic reorganization of chromatin during mitosis is perhaps one of the most fundamental of all cell processes. It remains unclear how epigenetic histone modifications, despite their crucial roles in regulating chromatin architectures, are dynamically coordinated with chromatin reorganization in controlling this process. We have developed and characterized biosensors with high sensitivity and specificity based on fluorescence resonance energy transfer (FRET). These biosensors were incorporated into nucleosomes to visualize histone H3 Lys-9 trimethylation (H3K9me3) and histone H3 Ser-10 phosphorylation (H3S10p) simultaneously in the same live cell. We observed an anticorrelated coupling in time between H3K9me3 and H3S10p in a single live cell during mitosis. A transient increase of H3S10p during mitosis is accompanied by a decrease of H3K9me3 that recovers before the restoration of H3S10p upon mitotic exit. We further showed that H3S10p is causatively critical for the decrease of H3K9me3 and the consequent reduction of heterochromatin structure, leading to the subsequent global chromatin reorganization and nuclear envelope dissolution as a cell enters mitosis. These results suggest a tight coupling of H3S10p and H3K9me3 dynamics in the regulation of heterochromatin dissolution before a global chromatin reorganization during mitosis.",Proc. Natl. Acad. Sci. U.S.A.,2018,"['Peng Q', 'Lu S', 'Shi Y', 'Pan Y', 'Limsakul P', 'Chernov AV', 'Qiu J', 'Chai X', 'Shi Y', 'Wang P', 'Ji Y', 'Li YJ', 'Strongin AY', 'Verkhusha VV', 'Izpisua Belmonte JC', 'Ren B', 'Wang Y', 'Chien S', 'Wang Y']"
30472235,Histone Demethylase JMJD2D Interacts With β-Catenin to Induce Transcription and Activate Colorectal Cancer Cell Proliferation and Tumor Growth in Mice.,"BACKGROUND & AIMS: Wnt signaling contributes to the development of colorectal cancer (CRC). We studied interactions between lysine demethylase 4D (KDM4D or JMJD2D) and β-catenin, a mediator of Wnt signaling, in CRC cell lines and the effects on tumor formation in mice.
METHODS: We obtained colorectal tumor specimens and surrounding nontumor colon tissues (controls) from patients undergoing surgery in China; levels of JMJD2D were measured by immunohistochemical or immunoblot analysis. JMJD2D expression was knocked down in CRC (CT26, HCT116, and SW480 cells) using small hairpin RNAs, and cells were analyzed with viability, flow cytometry, colony formation, and transwell migration and invasion assays. Cells were also grown as tumor xenografts in nude mice or injected into tail veins or spleens of mice, and metastases were measured. We performed promoter activity, co-immunoprecipitation, and chromatin immunoprecipitation assays. We also performed studies with Apc
RESULTS: Levels of JMJD2D were significantly higher in human colorectal tumors than in control tissues and correlated with levels of proliferating cell nuclear antigen. JMJD2D knockdown reduced CRC cell proliferation, migration, and invasion, as well as growth of xenograft tumors and formation of metastases in mice. JMJD2D was required for expression of β-catenin in CRC cell lines; ectopic expression of JMJD2D increased the promoter activities of genes regulated by β-catenin (MYC, CCND1, MMP2, and MMP9). We found that JMJD2D and β-catenin interacted physically and that JMJD2D demethylated H3K9me3 at promoters of β-catenin target genes. JMJD2D-knockout mice developed fewer colitis-associated colorectal tumors than control mice, and their tumor tissues had lower levels of β-catenin, MYC, cyclin D1, and proliferating cell nuclear antigen than tumors from control mice. Apc
CONCLUSIONS: Levels of the histone demethylase JMJD2D are increased in human colorectal tumors compared with nontumor colon tissues. JMJD2D interacts with β-catenin to activate transcription of its target genes and promote CRC cell proliferation, migration, and invasion, as well as formation of colorectal tumors in mice.",Gastroenterology,2019,"['Peng K', 'Kou L', 'Yu L', 'Bai C', 'Li M', 'Mo P', 'Li W', 'Yu C']"
30472189,Nucleosome Turnover Regulates Histone Methylation Patterns over the Genome.,"Recent studies have indicated that nucleosome turnover is rapid, occurring several times per cell cycle. To access the effect of nucleosome turnover on the epigenetic landscape, we investigated H3K79 methylation, which is produced by a single methyltransferase (Dot1l) with no known demethylase. Using chemical-induced proximity (CIP), we find that the valency of H3K79 methylation (mono-, di-, and tri-) is determined by nucleosome turnover rates. Furthermore, propagation of this mark is predicted by nucleosome turnover simulations over the genome and accounts for the asymmetric distribution of H3K79me toward the transcriptional unit. More broadly, a meta-analysis of other conserved histone modifications demonstrates that nucleosome turnover models predict both valency and chromosomal propagation of methylation marks. Based on data from worms, flies, and mice, we propose that the turnover of modified nucleosomes is a general means of propagation of epigenetic marks and a determinant of methylation valence.",Mol. Cell,2019,"['Chory EJ', 'Calarco JP', 'Hathaway NA', 'Bell O', 'Neel DS', 'Crabtree GR']"
30466565,Extracellular traps in kidney disease.,"During the past decade the formation of neutrophil extracellular traps (NETs) has been recognized as a unique modality of pathogen fixation (sticky extracellular chromatin) and pathogen killing (cytotoxic histones and proteases) during host defense, as well as collateral tissue damage. Numerous other triggers induce NET formation in multiple forms of sterile inflammation, including thrombosis, gout, obstruction of draining ducts, and trauma. Whether neutrophils always die along with NET release, and if they do die, how, remains under study and is most likely context dependent. In certain settings, neutrophils release NETs while undergoing regulated necrosis-for example, necroptosis. NETs and extracellular traps (ETs) released by macrophages also have been well documented in kidney diseases-for example, in various forms of acute kidney injury. Histones released from ETs and other sources are cytotoxic and elicit inflammation, contributing to necroinflammation of the early-injury phase of acute tubular necrosis in antineutrophil cytoplasmic antibody-related renal vasculitis, anti-glomerular basement membrane disease, lupus nephritis, and thrombotic microangiopathies. Finally, acute kidney injury-related releases of dying renal cells or ETs promote remote organ injuries-for example, acute respiratory distress syndrome. In this review, we summarize what is known about the release of ETs from neutrophils and macrophages in the kidney, the available experimental evidence, and ongoing discussions in the field.",Kidney Int.,2018,"['Nakazawa D', 'Marschner JA', 'Platen L', 'Anders HJ']"
30466557,"The Lasker Prize award 2018: histones ""tail"" the story.",,Kidney Int.,2018,"['Mimura I', 'Nangaku M']"
30466474,Tackling malignant melanoma epigenetically: histone lysine methylation.,"Post-translational histone modifications such as acetylation and methylation can affect gene expression. Histone acetylation is commonly associated with activation of gene expression whereas histone methylation is linked to either activation or repression of gene expression. Depending on the site of histone modification, several histone marks can be present throughout the genome. A combination of these histone marks can shape global chromatin architecture, and changes in patterns of marks can affect the transcriptomic landscape. Alterations in several histone marks are associated with different types of cancers, and these alterations are distinct from marks found in original normal tissues. Therefore, it is hypothesized that patterns of histone marks can change during the process of tumorigenesis.This review focuses on histone methylation changes (both removal and addition of methyl groups) in malignant melanoma, a deadly skin cancer, and the implications of specific inhibitors of these modifications as a combinatorial therapeutic approach.",Clin Epigenetics,2018,"['Orouji E', 'Utikal J']"
30465651,ATRX promotes maintenance of herpes simplex virus heterochromatin during chromatin stress.,"The mechanisms by which mammalian cells recognize and epigenetically restrict viral DNA are not well defined. We used herpes simplex virus with bioorthogonally labeled genomes to detect host factors recruited to viral DNA shortly after its nuclear entry and found that the cellular IFI16, PML, and ATRX proteins colocalized with viral DNA by 15 min post infection. HSV-1 infection of ATRX-depleted fibroblasts resulted in elevated viral mRNA and accelerated viral DNA accumulation. Despite the early association of ATRX with vDNA, we found that initial viral heterochromatin formation is ATRX-independent. However, viral heterochromatin stability required ATRX from 4 to 8 hr post infection. Inhibition of transcription blocked viral chromatin loss in ATRX-knockout cells; thus, ATRX is uniquely required for heterochromatin maintenance during chromatin stress. These results argue that the initial formation and the subsequent maintenance of viral heterochromatin are separable mechanisms, a concept that likely extrapolates to host cell chromatin and viral latency.",Elife,2018,"['Cabral JM', 'Oh HS', 'Knipe DM']"
30464211,Integrative epigenetic taxonomy of primary prostate cancer.,"The Androgen Receptor (AR) is the key-driving transcription factor in prostate cancer, tightly controlled by epigenetic regulation. To date, most epigenetic profiling has been performed in cell lines or limited tissue samples. Here, to comprehensively study the epigenetic landscape, we perform RNA-seq with ChIP-seq for AR and histone modification marks (H3K27ac, H3K4me3, H3K27me3) in 100 primary prostate carcinomas. Integrative molecular subtyping of the five data streams revealed three major subtypes of which two were clearly TMPRSS2-ERG dictated. Importantly, we identify a third subtype with low chromatin binding and activity of AR, but with high activity of FGF and WNT signaling. While positive for neuroendocrine-hallmark genes, these tumors were copy number-neutral with low mutational burden, significantly depleted for genes characteristic of poor-outcome associated luminal B-subtype. We present a unique resource on transcriptional and epigenetic control in prostate cancer, revealing tight control of gene regulation differentially dictated by AR over three subtypes.",Nat Commun,2018,"['Stelloo S', 'Nevedomskaya E', 'Kim Y', 'Schuurman K', 'Valle-Encinas E', 'Lobo J', 'Krijgsman O', 'Peeper DS', 'Chang SL', 'Feng FY', 'Wessels LFA', 'Henrique R', 'Jerónimo C', 'Bergman AM', 'Zwart W']"
30463913,HoxA9 transforms murine myeloid cells by a feedback loop driving expression of key oncogenes and cell cycle control genes.,"Ectopic expression of the oncogenic transcription factor HoxA9 is a major cause of acute myeloid leukemia (AML). Here, we demonstrate that HoxA9 is a specific substrate of granule proteases. Protease knockout allowed the comprehensive determination of genome-wide HoxA9 binding sites by chromatin immunoprecipitation sequencing in primary murine cells and a human AML cell line. The kinetics of enhancer activity and transcription rates in response to alterations of an inducible HoxA9 were determined. This permitted identification of HoxA9-controlled enhancers and promoters, allocation to their respective transcription units, and discrimination against HoxA9-bound, but unresponsive, elements. HoxA9 triggered an elaborate positive-feedback loop that drove expression of the complete ",Blood Adv,2018,"['Zhong X', 'Prinz A', 'Steger J', 'Garcia-Cuellar MP', 'Radsak M', 'Bentaher A', 'Slany RK']"
30452879,"Two-carbon folate cycle of commensal Lactobacillus reuteri 6475 gives rise to immunomodulatory ethionine, a source for histone ethylation.","Colonization of the gut by certain probiotic Lactobacillus reuteri strains has been associated with reduced risk of inflammatory diseases and colorectal cancer. Previous studies pointed to a functional link between immunomodulation, histamine production, and folate metabolism, the central 1-carbon pathway for the transfer of methyl groups. Using mass spectrometry and NMR spectroscopy, we analyzed folate metabolites of L. reuteri strain 6475 and discovered that the bacterium produces a 2-carbon-transporting folate in the form of 5,10-ethenyl-tetrahydrofolyl polyglutamate. Isotopic labeling permitted us to trace the source of the 2-carbon unit back to acetate of the culture medium. We show that the 2C folate cycle of L. reuteri is capable of transferring 2 carbon atoms to homocysteine to generate the unconventional amino acid ethionine, a known immunomodulator. When we treated monocytic THP-1 cells with ethionine, their transcription of TNF-α was inhibited and cell proliferation reduced. Mass spectrometry of THP-1 histones revealed incorporation of ethionine instead of methionine into proteins, a reduction of histone-methylation, and ethylation of histone lysine residues. Our findings suggest that the microbiome can expose the host to ethionine through a novel 2-carbon transporting variant of the folate cycle and modify human chromatin via ethylation.-Röth, D., Chiang, A. J., Hu, W., Gugiu, G. B., Morra, C. N., Versalovic, J., Kalkum, M. The two-carbon folate cycle of commensal Lactobacillus reuteri 6475 gives rise to immunomodulatory ethionine, a source for histone ethylation.",FASEB J.,2019,"['Röth D', 'Chiang AJ', 'Hu W', 'Gugiu GB', 'Morra CN', 'Versalovic J', 'Kalkum M']"
30451666,[Chromatin mobility upon DNA damage: a multi-scale story].,,Med Sci (Paris),2018,"['Miné-Hattab J', 'Darzacq X']"
30451485,Recent Structural Insights into Polycomb Repressive Complex 2 Regulation and Substrate Binding.,"Polycomb group proteins are transcriptional repressors controlling gene expression patterns and maintaining cell type identity. The chemical modifications of histones and DNA caused by the regulated activity of chromatin-modifying enzymes such as Polycomb help establish and maintain such expression patterns. Polycomb repressive complex 2 (PRC2) is the only known methyltransferase specific for histone H3 lysine 27 (H3K27) and catalyzes its trimethylation leading to the repressive H3K27me3 mark. Structural biology has made important contributions to our understanding of the molecular mechanisms that ensure the spatiotemporal regulation of PRC2 activity and the establishment of inactive chromatin domains marked by H3K27me3. In this review, we discuss the recent structural studies that have advanced our understanding of PRC2 function, in particular the roles of intersubunit interactions in complex assembly and the regulation of methyltransferase activity, as well as the mechanism of local H3K27me3 spreading leading to repressive domains.",Biochemistry,2019,"['Kasinath V', 'Poepsel S', 'Nogales E']"
30449723,"Deregulated Expression of Mammalian lncRNA through Loss of SPT6 Induces R-Loop Formation, Replication Stress, and Cellular Senescence.","Extensive tracts of the mammalian genome that lack protein-coding function are still transcribed into long noncoding RNA. While these lncRNAs are generally short lived, length restricted, and non-polyadenylated, how their expression is distinguished from protein-coding genes remains enigmatic. Surprisingly, depletion of the ubiquitous Pol-II-associated transcription elongation factor SPT6 promotes a redistribution of H3K36me3 histone marks from active protein coding to lncRNA genes, which correlates with increased lncRNA transcription. SPT6 knockdown also impairs the recruitment of the Integrator complex to chromatin, which results in a transcriptional termination defect for lncRNA genes. This leads to the formation of extended, polyadenylated lncRNAs that are both chromatin restricted and form increased levels of RNA:DNA hybrid (R-loops) that are associated with DNA damage. Additionally, these deregulated lncRNAs overlap with DNA replication origins leading to localized DNA replication stress and a cellular senescence phenotype. Overall, our results underline the importance of restricting lncRNA expression.",Mol. Cell,2018,"['Nojima T', 'Tellier M', 'Foxwell J', 'Ribeiro de Almeida C', 'Tan-Wong SM', 'Dhir S', 'Dujardin G', 'Dhir A', 'Murphy S', 'Proudfoot NJ']"
30446899,Functional relevance of genes predicted to be affected by epigenetic alterations in atypical teratoid/rhabdoid tumors.,"PURPOSE: Atypical teratoid/rhabdoid tumor (ATRT) is a highly malignant brain tumor predominantly arising in infants. Mutations of SWI/SNF chromatin remodeling complex members SMARCB1/INI1 or (rarely) SMARCA4/Brg1 are the sole recurrent genetic lesions. Epigenetic studies revealed a large number of genes predicted to be affected by differential histone modifications in ATRT, but the role of these genes in the biology of ATRT remains uncertain. We therefore aimed at exploring the role of these genes in the detrimental effects of SMARCB1-deficiency.
METHODS: The functional relevance of 1083 genes predicted to be affected by epigenetic alterations in ATRT was examined in vivo using a Drosophila melanogaster model of SMARCB1-deficiency. Human orthologues of genes whose knockdown modified the phenotype in the Gal4-UAS fly model were further examined in ATRT samples and SMARCB1-deficient rhabdoid tumor cells.
RESULTS: Knockdown of Snr1, the fly orthologue of SMARCB1, resulted in a lethal phenotype and epigenetic alterations in the fly model. The lethal phenotype was shifted to later stages of development upon additional siRNA knockdown of 89 of 1083 genes screened in vivo. These included TGF-beta receptor signaling pathway related genes, e.g. CG10348, the fly orthologue of transcriptional regulator PRDM16. Subsequently, PRDM16 was found to be over-expressed in ATRT samples and knockdown of PRDM16 in SMARCB1-deficient rhabdoid tumor cells reduced proliferation.
CONCLUSIONS: These results suggest that a subset of genes affected by differential histone modification in ATRT is involved in the detrimental effects of SMARCB1-deficiency and also relevant in the biology of ATRT.",J. Neurooncol.,2019,"['Tegeder I', 'Thiel K', 'Erkek S', 'Johann PD', 'Berlandi J', 'Thatikonda V', 'Frühwald MC', 'Kool M', 'Jeibmann A', 'Hasselblatt M']"
30443783,Chromatin architecture and virulence-related gene expression in eukaryotic microbial pathogens.,"A fundamental question in biology is to understand how appropriate transcriptional regulation and dense packaging of the genetic material within the eukaryotic nucleus are achieved. The exquisite gene expression control and other metabolic processes of DNA require a highly complex, multilayered, three-dimensional architecture of the chromatin and its specific compartmentalization within the nucleus. Some of these architectural and sub-nuclear positioning mechanisms have been extensively co-opted by eukaryotic pathogens to keep fine expression control and expansion of virulence-related gene families in Plasmodium falciparum, Trypanosoma brucei and Candida glabrata. For example non-linear interactions between distant cis-acting regions and the formation of chromatin loops are required for appropriate regulation of the expression of virulence-related multi-gene families encoding cell surface proteins. These gene families are located near the chromosome ends and tethered to the nuclear periphery. Consequently, only one or very few genes of the family are expressed at a time. These genes are involved in antigenic variation in parasites and the generation of subpopulations of cells with diverse antigenic proteins at the surface in some pathogenic fungi, making them highly efficient pathogens.",Curr. Genet.,2019,"['Juárez-Reyes A', 'Castaño I']"
30430826,Binding Affinity and Function of the Extremely Disordered Protein Complex Containing Human Linker Histone H1.0 and Its Chaperone ProTα.,It was recently reported that human linker histone H1.0 and its chaperone prothymosin-α (ProTα) form an extremely disordered 1:1 complex with an ultrahigh affinity (equilibrium dissociation constant K,Biochemistry,2018,"['Feng H', 'Zhou BR', 'Bai Y']"
30428625,Furanoid F-Acid F6 Uniquely Induces NETosis Compared to C16 and C18 Fatty Acids in Human Neutrophils.,"Various biomolecules induce neutrophil extracellular trap (NET) formation or NETosis. However, the effect of fatty acids on NETosis has not been clearly established. In this study, we focused on the NETosis-inducing ability of several lipid molecules. We extracted the lipid molecules present in Arabian Gulf catfish (",Biomolecules,2018,"['Khan MA', 'Pace-Asciak C', 'Al-Hassan JM', 'Afzal M', 'Liu YF', 'Oommen S', 'Paul BM', 'Nair D', 'Palaniyar N']"
30428356,Trisomy of a Down Syndrome Critical Region Globally Amplifies Transcription via HMGN1 Overexpression.,"Down syndrome (DS, trisomy 21) is associated with developmental abnormalities and increased leukemia risk. To reconcile chromatin alterations with transcriptome changes, we performed paired exogenous spike-in normalized RNA and chromatin immunoprecipitation sequencing in DS models. Absolute normalization unmasks global amplification of gene expression associated with trisomy 21. Overexpression of the nucleosome binding protein HMGN1 (encoded on chr21q22) recapitulates transcriptional changes seen with triplication of a Down syndrome critical region on distal chromosome 21, and HMGN1 is necessary for B cell phenotypes in DS models. Absolute exogenous-normalized chromatin immunoprecipitation sequencing (ChIP-Rx) also reveals a global increase in histone H3K27 acetylation caused by HMGN1. Transcriptional amplification downstream of HMGN1 is enriched for stage-specific programs of B cells and B cell acute lymphoblastic leukemia, dependent on the developmental cellular context. These data offer a mechanistic explanation for DS transcriptional patterns and suggest that further study of HMGN1 and RNA amplification in diverse DS phenotypes is warranted.",Cell Rep,2018,"['Mowery CT', 'Reyes JM', 'Cabal-Hierro L', 'Higby KJ', 'Karlin KL', 'Wang JH', 'Kimmerling RJ', 'Cejas P', 'Lim K', 'Li H', 'Furusawa T', 'Long HW', 'Pellman D', 'Chapuy B', 'Bustin M', 'Manalis SR', 'Westbrook TF', 'Lin CY', 'Lane AA']"
30428346,Brd4's Bromodomains Mediate Histone H3 Acetylation and Chromatin Remodeling in Pluripotent Cells through P300 and Brg1.,"The pluripotent state of embryonic stem cells (ESCs) is defined by its transcriptome and epigenome. The chromatin reader Brd4 determines ESC identity. Although Brd4 regulation in gene transcription has been well described, its contribution to the chromatin landscape is less known. Here, we show that Brd4's bromodomains partner with the histone acetyltransferase P300, increasing its enzymatic activities. Augmenting histone acetylation by Brd4-P300 interaction recruits the chromatin remodeler Brg1 altering chromatin structure. This pathway is important for maintaining the expression and chromatin patterns of pluripotency-associated genes, such as Oct4, Nanog, and the X chromosome regulatory long noncoding RNAs Tsix and Xite. Furthermore, we show that the Brd4-P300 interaction regulates the de novo formation of chromatin marks during ESC differentiation, as exemplified by controlling the master regulators of mesoderm formation. Collectively, we delineate the function of Brd4 in organizing the chromatin structure that contributes to gene transcriptional regulation and cell fate determination.",Cell Rep,2018,"['Wu T', 'Kamikawa YF', 'Donohoe ME']"
